"id","kind","item","owner","evidence_location","completion_claim","note","anchor","line","fingerprint"
"list.7_1_plugin_placement_and_packaging.234.1","task","`extensions/linkbrain/`","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_1_plugin_placement_and_packaging.234.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_1_plugin_placement_and_packaging.234.1","234","2a4319ea9c4e97476c8b744b90930e0cf9802a2e060f1e19b949000a9f926ced"
"list.7_1_plugin_placement_and_packaging.235.2","task","`extensions/linkskills/`","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_1_plugin_placement_and_packaging.235.2","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_1_plugin_placement_and_packaging.235.2","235","1830636ad582744524da8c3484b309a6259764dd1b5427778fe9a543b03283c0"
"prose.7_1_plugin_placement_and_packaging.237.1","evidence_requirement","Each plugin must:","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#prose.7_1_plugin_placement_and_packaging.237.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","prose.7_1_plugin_placement_and_packaging.237.1","237","288b1971f6a365da6527811176cacc03b08f26718ae471aa8c9f32094cfbed7d"
"list.7_1_plugin_placement_and_packaging.239.3","task","depend only on public `openclaw/plugin-sdk/*` barrels and documented runtime helpers","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_1_plugin_placement_and_packaging.239.3","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_1_plugin_placement_and_packaging.239.3","239","ff375d52c6271f13fcdb1d5b84628baa9e7167c1aacf9eb9fe7cc0351e64f2d5"
"list.7_1_plugin_placement_and_packaging.240.4","task","contain a manifest, public entry point, narrow source modules, tests, and operator-facing diagnostics","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_1_plugin_placement_and_packaging.240.4","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_1_plugin_placement_and_packaging.240.4","240","4a1b8662cc42e3d04f4b6a315532e271f5211a2c8ed801590ad5fe5597c17c8f"
"list.7_1_plugin_placement_and_packaging.241.5","task","remain default-disabled","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_1_plugin_placement_and_packaging.241.5","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_1_plugin_placement_and_packaging.241.5","241","77b627b3572b7e1e22c0979e17511307b4ba4e2de35a28a4d55948be2c5c37a5"
"list.7_1_plugin_placement_and_packaging.242.6","task","introduce no root dependency unless core imports it or the bundled-runtime rule requires it","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_1_plugin_placement_and_packaging.242.6","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_1_plugin_placement_and_packaging.242.6","242","9beaf014b0892bdb60f64132998ace60133902dc9ecf98e77a528e47f0144c1e"
"list.7_1_plugin_placement_and_packaging.243.7","task","use generated inventory and build conventions already used by bundled plugins","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_1_plugin_placement_and_packaging.243.7","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_1_plugin_placement_and_packaging.243.7","243","778132cadba799e7cd975be34ce2c3d9ab66043185f5cdc4817e3cf5ab4fb99d"
"list.7_1_plugin_placement_and_packaging.244.8","task","update `.github/labeler.yml` and required GitHub labels because these are new plugin surfaces","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_1_plugin_placement_and_packaging.244.8","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_1_plugin_placement_and_packaging.244.8","244","9049fd14210fcce59f2336b07f82e16dfabb62bcaebf2846e2819fc6ac83efe9"
"list.7_1_plugin_placement_and_packaging.245.9","task","use a sibling scoped `AGENTS.md` only if ongoing rules genuinely differ, and then add the required `CLAUDE.md` symlink","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_1_plugin_placement_and_packaging.245.9","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_1_plugin_placement_and_packaging.245.9","245","5da40f2a435a5fa43f2920b5e2fffb8a1fbcdbf69e3507438ebfc2e610eb1bb3"
"list.7_1_plugin_placement_and_packaging.246.10","task","remain version-locked to the OpenClaw private fork for Phase 1","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_1_plugin_placement_and_packaging.246.10","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_1_plugin_placement_and_packaging.246.10","246","7486204ff55aac311a62dcfe16f925bc7e71713e8381de47314e7ebd0be58b94"
"prose.7_1_plugin_placement_and_packaging.248.1","evidence_requirement","The plugins are adapters, not alternate Gateways. They own OpenClaw lifecycle translation, durable delivery, local health, redaction, correlation, and feature flags. Domain authorization and business logic remain in their respective Gateways","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#prose.7_1_plugin_placement_and_packaging.248.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","prose.7_1_plugin_placement_and_packaging.248.1","248","4aa9214fa5ed84291cad8cf862d43cc1a48a2e2d7b3b032acef1ea6da387f62c"
"prose.7_2_managed_mcp_placement.252.1","evidence_requirement","Configure two independent entries under `mcp.servers`:","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#prose.7_2_managed_mcp_placement.252.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","prose.7_2_managed_mcp_placement.252.1","252","2f76e5b80047728c0b148e959a927307c66afd67866e8671790bb48143077578"
"list.7_2_managed_mcp_placement.254.1","task","`linkbrain`","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_2_managed_mcp_placement.254.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_2_managed_mcp_placement.254.1","254","241289557cf5e20ea7a030bfc0ce45fe8ae498bde51d4626331d63e62a365fea"
"list.7_2_managed_mcp_placement.255.2","task","`linkskills`","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_2_managed_mcp_placement.255.2","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_2_managed_mcp_placement.255.2","255","0b94110f2f59e45f448a45b95a6bbae6a8a703b02a1007cd88208f5c92640248"
"prose.7_2_managed_mcp_placement.257.1","evidence_requirement","Each entry must have its own:","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#prose.7_2_managed_mcp_placement.257.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","prose.7_2_managed_mcp_placement.257.1","257","a01b6c1973be9e91f13b8c4f0c9ac8b21c7b04379c08701083ad6e5bc90957a8"
"list.7_2_managed_mcp_placement.259.3","task","endpoint and transport","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_2_managed_mcp_placement.259.3","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_2_managed_mcp_placement.259.3","259","17f7f6b9ab88b47b153166c2e2a4cd86cc86cc26401f37523b3248663f727375"
"list.7_2_managed_mcp_placement.260.4","task","enabled flag","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_2_managed_mcp_placement.260.4","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_2_managed_mcp_placement.260.4","260","42068917ba3320abba075f7aed8f850b3459b6168c9dbf88770eb39b5961bf0a"
"list.7_2_managed_mcp_placement.261.5","task","timeout and repeated-failure behavior","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_2_managed_mcp_placement.261.5","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_2_managed_mcp_placement.261.5","261","2deca6500b66bb038cac77b16a91fd4d679955d48d1d0d1c014afcad9fd70846"
"list.7_2_managed_mcp_placement.262.6","task","tool allow/filter policy","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_2_managed_mcp_placement.262.6","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_2_managed_mcp_placement.262.6","262","a4dfae80f480945d9179d0ed904c7625279a883cb1f36c6d8f8f2fd0d65ffc34"
"list.7_2_managed_mcp_placement.263.7","task","authentication configuration","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_2_managed_mcp_placement.263.7","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_2_managed_mcp_placement.263.7","263","894a34bd7b68c71b5ff47bdc1bbe6fe72d865185e787fed99efde5b86a7b0354"
"list.7_2_managed_mcp_placement.264.8","task","health and probe evidence","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_2_managed_mcp_placement.264.8","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_2_managed_mcp_placement.264.8","264","002d3eecf0329bcd093a6dcbcbfc3e1f88b75263c23419e1e71b314581c72dbc"
"list.7_2_managed_mcp_placement.265.9","task","change and rollback procedure","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_2_managed_mcp_placement.265.9","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_2_managed_mcp_placement.265.9","265","668a12fdc6423c7788c993dd86b246206a4145124eae12a5fd2de8af0ef91c23"
"prose.7_2_managed_mcp_placement.267.1","gate","The Brain plugin may submit batched capture events over a Brain HTTP endpoint when the frozen Brain contract requires a non-MCP ingestion path. That endpoint uses a Brain-only `SecretRef` and the same actor/binding claim family, but a separate credential ID or operation scope when required. It must never use the Skills credential","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#prose.7_2_managed_mcp_placement.267.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","prose.7_2_managed_mcp_placement.267.1","267","44e5b94f36f585ec62a9348b737f37bdc3032af9294d08c8e4a958bbd73b8249"
"prose.7_3_authentication_compatibility_gate.271.1","evidence_requirement","Preferred order:","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#prose.7_3_authentication_compatibility_gate.271.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","prose.7_3_authentication_compatibility_gate.271.1","271","6b04cb5d1cb91271e71b02dc40e4e4b5e0828ca9447e0527c4cc6826671e44d0"
"list.7_3_authentication_compatibility_gate.273.1","task","Platform issues a domain-specific OAuth-compatible credential usable through OpenClaw's native MCP OAuth or auth-profile path","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_3_authentication_compatibility_gate.273.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_3_authentication_compatibility_gate.273.1","273","353e1564197945763eb150349896f53a2c9935aa6fa17ba517279acb586cb644"
"list.7_3_authentication_compatibility_gate.274.2","task","Otherwise, the Platform-approved secret injector materializes a domain-specific `SecretRef` or environment reference without putting values in Git, OpenClaw JSON, documentation, logs, or process arguments","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.7_3_authentication_compatibility_gate.274.2","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.7_3_authentication_compatibility_gate.274.2","274","55bd50681871129e54770bb13216167b383f4d84539a7189ea94acffd4d6a6c6"
"list.7_3_authentication_compatibility_gate.275.3","task","If the Platform ADR selects a mechanism current public OpenClaw surfaces cannot consume securely, stop and raise a contract-compatibility decision. Do not paste a literal bearer token, reuse Cursor credentials, add a broad core authentication hack, or give OpenClaw database access","Platform / Principal / Cursor maintenance (as labeled)","BLOCK: live/external gate named in plan item; OpenClaw fake-tier work is not live proof (docs/execution/openclawdevelopmentplan01/PHASE-13-PROVISIONAL-GROK-HANDOFF.md)","blocked","Label requires live/external proof beyond fake-tier OpenClaw work","list.7_3_authentication_compatibility_gate.275.3","275","33af5c90101baa73cac0d310e0a63dbe83ae9b328cfd4f9f8e208defa99c5d61"
"prose.7_3_authentication_compatibility_gate.277.1","evidence_requirement","Brain and Skills authentication are independently issuable, rotatable, revocable, expirable, observable, and testable. Revoking one domain must leave the other and native OpenClaw behavior functional","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#prose.7_3_authentication_compatibility_gate.277.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","prose.7_3_authentication_compatibility_gate.277.1","277","bc44ccc57f024836771a8869797d7b347dfed25b976295cf9354e5aa82580eac"
"prose.8_1_brain_allowed_flow.283.1","evidence_requirement","The Brain plugin may receive the minimum conversation-bearing data needed to satisfy the frozen capture and coordination contract. It must set `hooks.allowConversationAccess: true` explicitly and document why each registered hook needs that access","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#prose.8_1_brain_allowed_flow.283.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","prose.8_1_brain_allowed_flow.283.1","283","2b028fc9c874d94dd71344cfdebb779bf63bf8e32710384a503dc530410a6a0f"
"prose.8_1_brain_allowed_flow.285.1","evidence_requirement","Allowed categories include:","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#prose.8_1_brain_allowed_flow.285.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","prose.8_1_brain_allowed_flow.285.1","285","274e99eb88c8899cd59508bebf02c54ad42c3f9bef640ab59caa1d1a603c23ec"
"list.8_1_brain_allowed_flow.287.1","task","redacted user and assistant message content needed for approved capture","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_1_brain_allowed_flow.287.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_1_brain_allowed_flow.287.1","287","c7fc5f52f21d91bd2830fd3936d450d8ae546390f3bb5dbe759ad3a1b3ef23cf"
"list.8_1_brain_allowed_flow.288.2","task","session, run, channel, actor-binding, and correlation metadata","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_1_brain_allowed_flow.288.2","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_1_brain_allowed_flow.288.2","288","ae6ab3161b7e97db95cafe9c8457df37bd06a8203ee2fd563465b1f18a17ba73"
"list.8_1_brain_allowed_flow.289.3","task","compaction/reset/end boundaries needed to flush buffered capture","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_1_brain_allowed_flow.289.3","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_1_brain_allowed_flow.289.3","289","a041b57cfe0501bf9c7893d88580c1ce6844c1c1bcc9b85a5ab5cc575476b888"
"list.8_1_brain_allowed_flow.290.4","task","explicit findings, checkpoints, handoffs, and coordination actions invoked through Brain tools","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_1_brain_allowed_flow.290.4","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_1_brain_allowed_flow.290.4","290","7f56ef9769bc57535f01f2ec279447c353d8e3cd417c411c5fb236ce49cdc805"
"list.8_1_brain_allowed_flow.291.5","task","success/failure state and bounded diagnostic metadata","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_1_brain_allowed_flow.291.5","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_1_brain_allowed_flow.291.5","291","6cc420fa57eef44641d84187f6d738dcfa36c385a2d501d7e8f8b04ec10254d3"
"prose.8_1_brain_allowed_flow.293.1","evidence_requirement","Excluded even from Brain capture:","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#prose.8_1_brain_allowed_flow.293.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","prose.8_1_brain_allowed_flow.293.1","293","add96c0d25c0a42e68c3063b22c4fb75678cea6961b5c3a58f8a14374929c008"
"list.8_1_brain_allowed_flow.295.6","task","hidden chain-of-thought or model reasoning","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_1_brain_allowed_flow.295.6","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_1_brain_allowed_flow.295.6","295","5090a40cb1a2470114d1696670dbf9d464d2eafb9d95b99958e5ec415607c0c8"
"list.8_1_brain_allowed_flow.296.7","task","system/developer prompt bodies unless an upstream contract and Principal approval explicitly require them","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_1_brain_allowed_flow.296.7","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_1_brain_allowed_flow.296.7","296","4b68fc2cbcb0c531293482910030ef6835ce8883c51982e1d1b8bfc726350072"
"list.8_1_brain_allowed_flow.297.8","task","secret values, tokens, private keys, OAuth material, or credential payloads","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_1_brain_allowed_flow.297.8","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_1_brain_allowed_flow.297.8","297","de98d6afc604480546785aa0976e7ad3adb6611593e2320ea1b713337ec728e0"
"list.8_1_brain_allowed_flow.298.9","task","unbounded raw tool outputs, attachments, or binary content","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_1_brain_allowed_flow.298.9","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_1_brain_allowed_flow.298.9","298","07065c1d875d56a2f7ee9ba7e097b750220395e8143bd25b9c5052330e87370f"
"list.8_1_brain_allowed_flow.299.10","task","unrelated private memory, messages, email, or user data","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_1_brain_allowed_flow.299.10","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_1_brain_allowed_flow.299.10","299","1dd5326dba5ba31be0426b20c373899f0d890229011d5ceecee255b1d275358c"
"prose.8_2_skills_allowed_flow.303.1","evidence_requirement","The Skills plugin must not enable conversation access and must not register a hook whose event contains prompt, message, conversation, or content fields merely because the current hook gate does not classify that hook as conversation-bearing","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#prose.8_2_skills_allowed_flow.303.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","prose.8_2_skills_allowed_flow.303.1","303","1ea9a2a0c4cae4f7f02b215864711c80a615196086f1ae55139d61d2d92827d8"
"prose.8_2_skills_allowed_flow.305.1","evidence_requirement","Skills may receive only contract-approved structured facts such as:","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#prose.8_2_skills_allowed_flow.305.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","prose.8_2_skills_allowed_flow.305.1","305","e845ec574d712cc5c9497eef01275867b1ea23882d46bc1910ed75c964e71d09"
"list.8_2_skills_allowed_flow.307.1","task","skill requested, candidate set, selected skill, immutable release hash, and execution profile","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_2_skills_allowed_flow.307.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_2_skills_allowed_flow.307.1","307","b11b6f620356bf35a205c2a515ec87dbe1bd1ddad9dace0b07009d4e4f4874cf"
"list.8_2_skills_allowed_flow.308.2","task","run started, updated, completed, or failed","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_2_skills_allowed_flow.308.2","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_2_skills_allowed_flow.308.2","308","445977b583d14124333955c316ed7037ad54ff5e8c025848562246448ede6f70"
"list.8_2_skills_allowed_flow.309.3","task","tool-resolution and tool-invocation identifiers","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_2_skills_allowed_flow.309.3","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_2_skills_allowed_flow.309.3","309","cdc3ddee7978c258af48479a0d59ad900ecf5b400c0002ec9e25c9ce32255c83"
"list.8_2_skills_allowed_flow.310.4","task","validation outcome, duration, retry class, and bounded error taxonomy","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_2_skills_allowed_flow.310.4","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_2_skills_allowed_flow.310.4","310","232efcf9cf097690c94074140ba4e04cdf7e21dee2ee415831a1c20d6eda445f"
"list.8_2_skills_allowed_flow.311.5","task","actor, runtime binding, session, task, run, and opaque correlation IDs","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_2_skills_allowed_flow.311.5","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_2_skills_allowed_flow.311.5","311","c5f29181b3dec6df19a2776de104582ec02943ecc520af79bafc84c785000c81"
"list.8_2_skills_allowed_flow.312.6","task","explicit user/operator feedback and trace-candidate metadata after redaction","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_2_skills_allowed_flow.312.6","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_2_skills_allowed_flow.312.6","312","c57b0b5d57dd3d530f0dcf931dfced7a6c9ad9c4582708f8f0fca788337a95b3"
"prose.8_2_skills_allowed_flow.314.1","gate","Skills must not receive:","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#prose.8_2_skills_allowed_flow.314.1","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","prose.8_2_skills_allowed_flow.314.1","314","f5d0275a2af624d1d505cdfb837e7f1835b30fcb179438a998e822814937a773"
"list.8_2_skills_allowed_flow.316.7","gate","raw user or assistant messages","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_2_skills_allowed_flow.316.7","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_2_skills_allowed_flow.316.7","316","57c9a92d4d8cc60a172608232b8fe666bdaea17af61aa6886c09352d7e6a7a45"
"list.8_2_skills_allowed_flow.317.8","gate","prompts or prompt fragments","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_2_skills_allowed_flow.317.8","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_2_skills_allowed_flow.317.8","317","7148e9141a19d3ad68df528aa78bfaae24f3c7069eabc9ff4cc60ab092196826"
"list.8_2_skills_allowed_flow.318.9","gate","Brain search results, findings, private episodes, captures, or handoffs","OpenClaw (Grok Phase-13 coverage index; Codex classifies)","docs/execution/openclawdevelopmentplan01/PHASE-13-COVERAGE-EVIDENCE-INDEX.md#list.8_2_skills_allowed_flow.318.9","not_claimed","No specific Grok implementation claim; Codex assigns Phase-14 classification from independent evidence review","list.8_2_skills_allowed_flow.318.9","318","f68d4170eb037722c5184df6a30cd43fe963dc391a52db41152bcfc6daf41fdd"
